,tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
1298,461576257957015552l,"#VALE3 #VALE5 - Lucro da Vale cai 4,7% no 1º tri, para R$ 5,9 bilhões - http://t.co/pp10TjuKQO",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,1.0,3
1301,453522198582788097l,Se petr4 resolver entregar..meu Deus..tem gente ainda do JCP..tem os atrasados..tudo comprado.,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1302,451706550327836672l,"Não foram só estatais, veja quem mais ganhou com rumor de queda de Dilma nas pesquisas: 42 d... http://t.co/xlCqyk502s #infomoney #vale5",0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
1304,451518808264826880l,"Corrige logo essa porcaria de CIEL3!!! 
@folhainvest #despencoumeuranking",0,1,0,1,0,1,1,0,0,1.0,1.0,0.667,1.0,3
1305,453689328078565376l,#VALE5 Alguma duvida- (mensagem: 953703)  http://t.co/fSXZCdxXRa,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1306,446656278849286144l,"Ações para comprar, esquecer e garantir sua aposentadoria: Eduardo Machado, analista da Amar... http://t.co/6AgEpHuaWW #infomoney #vale5",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1308,459147328612753408l,$PETR4 RT @valor_economico: Ministra do STF determina instalação de CPI exclusiva da Petrobras http://t.co/WCdgonkilB,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1310,468838449030893568l,#PETR4 indicando R$16?,-2,-2,-1,-1,0,1,-1,-1,-1,0.333,0.667,0.667,0.667,3
1312,450766119155286016l,"@gla_diado @ferrisss gfsa3 3,75 3,92 4,10. Nao existe bolha!!!!!! Secadores!!!!!",0,1,-2,-2,0,0,1,0,-1,0.667,0.333,0.667,0.667,3
1313,448420692854595584l,"RT @clickinv_VALE5: Após Brasil, Petrobras e Eletrobras também têm rating rebaixado pela S&amp,P: As notas acompanha... http://t.co/ESzGINV8o6 …",0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
1314,448154120466493440l,"#petr4 a pouco dos 14,45 rsrsr",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
1315,463389914525356032l,$PETR4 - Eike Batista's MMX Mineracao e Metalicos Joins Ibovespa Index http://t.co/sMHNB1LL4L,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1316,448810978269229056l,"@ferrisss Ferris, vc sabe o que ta acontecendo com a oibr4?",0,1,0,0,0,1,0,1,0,1.0,1.0,0.667,1.0,3
1317,456196827587817472l,#OIBR4 Será q furou o suporte? http://t.co/cv5MrIiGSR,-1,-1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
1318,452116790634500096l,Econofinance divulga estratégia para lucrar com ações em abril: A Econofinance recomendou a ... http://t.co/AUDJy7aaH2 #infomoney #vale5,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1319,466929808107372544l,"#PETR4 testando os - importantes - R$18,10",-1,-1,0,0,-1,-1,0,0,-1,0.667,0.667,0.667,0.667,3
1320,453878664204406784l,RT @hugorgasmiguel: por um lado gostava de ver o meu futuro mas por outro não,0,1,-2,-2,-2,-2,0,1,-1,0.667,0.333,0.333,0.667,3
1328,469859178732093441l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  BRPR3 18,15 CIEL3 40,23 MRFG3 4,91",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1330,449311848349716480l,ITSA4 – Gráfico – 27-03-2014 http://t.co/zkARU6Q8nL,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1331,460831622750035968l,RT @bobdevonne: Hoje a joana rita só tavamos a dizer aos miúdos do 5º ano: a fase melhor da minha vida foi quando eu tinha swag,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1332,448903826788319232l,Ativo c/ vol Financeiro Superior à sua MM21-16h: PTBL3 QUAL3 RADL3 RDNI3 SLED4 SUZB5 TIMP3 TOTS3 TUPY3 VAGR3,-1,-1,-1,-1,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
1336,441215859554414593l,"ELET6 comprar por R$ 9,06 indicado em 27/02/2014 13:41 http://t.co/zJRs3Eeyz9",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
1337,453315519886925824l,RT @garimpodeacoes: @JoaoPaulodg ISSO MESMO. ACONTECE SEMPRE E O CONSUMIDOR É Q PAGA A CONTA...MENCIONEI APENAS P/ ALERTAR AOS INVESTIDORES…,0,1,0,1,-2,-2,1,0,-1,1.0,1.0,0.0,0.667,3
1338,443009081989541888l,"Cade aprova joint venture de Vale e Cemig GT em geração de energia: No âmbito da operação, o... http://t.co/dUvnfHHUDh #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1339,448117004852273153l,#PETR3 #PETR4 - Petrobras abriu mão de cobrar calote da Venezuela - http://t.co/TTxrHYnkcM,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,0.667,3
1340,459334876467298304l,RT @PBOLSA: #IBOV #KLBN4 Lucro da Klabin triplica no trimestre e fica acima do esperado. http://t.co/JkPQFr811v,-2,-2,1,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
1341,458784090238767104l,"Concluímos que o melhor negócio do mundo é uma petroleira bem administrada. O segundo, é uma mal administrada. A #PETR4 é o terceiro!",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
1342,446340677790863360l,"e tá lá ... R$13,50 na #PETR4 o.O",0,0,0,0,0,1,-2,-2,-1,0.5,0.5,0.5,0.0,4
1343,456062648455802880l,Previsível. VALE5 sendo penalizada por dados da China. BOVESPA acelerando queda.,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
1344,451379552435314688l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:BRFS3 46,07 BRKM5 17,71 CCRO3 17,40 CPFE3 18,95 ECOR3 13,86 ENBR3 10,27 HYPE3 16,31",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1347,443251414727663616l,@GutoAbranches @denisebarbosa @valor_economico  Valor de mercado do #Facebook #FB é maior do que da #Petrobrás PETR4 http://t.co/fvrM2s4hzC,0,0,0,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
1348,447486199620325376l,"Com a alta tivemos alguns stop loss: ITSA4, BVMF3, CCRO3. E uma realização parcial MRVE3 http://t.co/9gG2RXMrhk",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
1350,471080203411025920l,2014/05/26 18:41:0741 km al NO de Santa Cruz3.6 Ml,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1351,450635519383580672l,Con el sami_cruz3  Amigo (yn) http://t.co/qE3BnB6sxo,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1352,443019899154071552l,Estratégia de Análise Técnica para o pregão de hoje CYRE3 #analisetecnica http://t.co/jzVyaaWW0V,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
1353,458625963442835456l,"RT @ojappadonodo6: @garimpodeacoes $RSID3 4Q13 (N) Geração Op de Caixa forte, com desalavancagem financeira. Margens se recuperam YoY. http…",1,0,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
1354,449600414154252288l,3 pessoas visualizaram seu perfil agora http://t.co/DAbXDMSS43,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1361,460877643819536384l,"RT @ppaulovagner: @garimpodeacoes Alta da PETR4 é 'Sem Fundamento', mas, c/ muita esperança. KKKK",0,1,1,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
1362,454375205188947968l,"Maiores Altas: ALLL3 +7,16% | CRUZ3 +6,71% | PRML3 4,35% | CSAN3 +2,98% | ELET3 +2,64%.",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1363,465354795738742784l,"@piavu professor, acha que ainda vale entrar em MPLU3, ESTC3 e BBSE3?",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,0.667,0.667,3
1365,441645232980254721l,"Dados de fevereiro da BM&amp,FBovespa (#BVMF3) indicam trimestre fraco. http://t.co/Ta1csWUBjy   (Reuters)",0,1,0,1,1,0,0,1,0,0.667,0.667,0.667,0.667,3
1366,464032340130689024l,"A LIGHT S.A. fechou o dia de ontem ao preço de R$ 18,96 (+0,85%) com volume de R$ 17,14 mm.
$LIGT3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1367,464084894550085632l,RT @barbiesemken: dai sua amiga fala que te ama e fica toda fofa com vc http://t.co/RVWwAgQAz9,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1369,460950788429594624l,#BR #BOVESPA #ABEV3 Ambev fará aumento de capital para incorporar benefício fiscal:  http://t.co/6YS0n7kWf4,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1373,456628814420787200l,@jsgabrielli @tijolaco Dep que alegou prejuizo com PETR3 ou 4 vendeu antes do pre-sal comecar a produzir? Especulacao mal sucedida?,0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.333,1.0,3
1374,449758724211875841l,"É claro que a ação do BBAS3 cairia hoje: subiu 7% ontem, hoje o pessoal queria lucrar - e deve ter sido MUITA gente.",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
1375,447086599923597312l,#PETR4 esse scaplerzinho foi legal!!!!  rrsrrs,0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1377,456113957775101952l,RT @Rede45: Graça Foster segue tentando explicar prejuízo da Petrobras em Pasadena e ação PETR4 tem queda de quase 5% neste momento na Bove…,0,1,0,0,0,1,-2,-2,-1,1.0,0.667,0.667,0.0,3
1380,443035885102067712l,#PETR4 a Petrobrás não é mais do PT... agora a Petro é 12... 12 reais.... num é mais 13!!,0,1,1,0,0,1,-2,-2,-1,1.0,0.667,0.667,0.0,3
1381,443814850951925760l,"Divulgamos os resultados do 4T13 no dia 20, após o fechamento do mercado. Veja o convite: http://t.co/8GpACqyhkN $ESTC3 #Resultados #4T13",-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,1.0,3
1382,459753313006010369l,"RT @tovaga: @SakaBrasil2  Petrobras PETR4 capitalizada em 2010 por Lula a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co…",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1383,445961142213808128l,"#IBOV #MRFG3 Marfrig realiza assembleia geral ordinária dia 17 de abril de 2014, às 10:00h. http://t.co/5BYxsyu6Vm",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1385,451395269809410048l,"#PETR4 vendido em R$16,60!",1,0,1,0,0,1,0,0,0,0.667,0.667,0.667,1.0,3
1386,443725536217427968l,#csna3  pra repique (mensagem: 951275)  http://t.co/0lvvbKwG7J,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1387,446090815488917504l,@petrobras valor da ação hoje preço de 2005 belo fundamento isso é assalto a  mão armada http://t.co/wXr25pi8LT lixo,0,1,0,1,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
1388,472157964468772864l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 20,10 (+0,00%) com volume de R$ 14,24 mm.
$LIGT3",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1389,460539120084078592l,"Prepare-se para o próximo pregão! Análise: IBOV, PETR4, VALE5, TIMP3, LPSB3, MULT3, GRND3, LIGT3 e ABCB4. Assista! http://t.co/OVfdQj4UPe",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
1391,464751717230592002l,Ações !! #IBOV #PDGR3 disparando hoje !!! Bons resultados.,1,0,1,0,0,1,0,0,0,1.0,1.0,0.667,0.667,3
1392,444886156950642688l,RT @Kitumbz: odeio ser tão insegura,0,1,0,0,1,0,1,0,0,1.0,0.667,0.667,0.667,3
1394,459334183832530944l,RT @clubedopairico: @lambari_trader @Trader_Richter mas não é reduzir a gasolina pra #PETR4 ... é na bomba. =),0,1,0,0,0,0,1,0,0,0.667,1.0,1.0,0.667,3
1395,455791079603052545l,$TBLE3 - TRACTEBEL (TBLE3) adquire totalidade do capital social da CLWP Brasil III Participações http://t.co/U6Ye8zmmjk,1,0,1,0,0,0,0,0,0,1.0,0.667,1.0,1.0,3
1397,469543211510542336l,RT @Nelson_Andradee: O único motivo de eu guardar bué bem segredos é porque passado meia hora já me esqueci do que me contaram,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
1398,443211595020132352l,"Petrobras confirma precificação de títulos de US$ 8,5 bilhões: SÃO PAULO, 10 Mar (Reuters) - A Petrobras PETR4... http://t.co/gSdgOFzDCy",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1399,446993570827100161l,"façam suas 'apostas': a #PETR4 virá testar os R$13,50 ? ,)",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1401,448068761447575552l,$CMIG4 - Aviso de Vídeo Webcast: A Companhia Energética de Minas Gerais - CEMIG anuncia a Vídeo Webcast e http://t.co/bU05WM0FUN,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1402,441920487573442561l,$DASA3 - Dasa (dasa-nm) - Fato Relevante   Comunicado Cromossomo 06/3/2014 http://t.co/lle2wB6DuH,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1403,449260261221093378l,"RT @stanleyburburin: 4 -  +2,66%, e BBAS3, +4,59%.  A pesquisa, que estava programa para ser divulgada naquela noite, só foi reportada na n…",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1406,445913736646492160l,"RT @Smarttrade10: Antecipamos aqui que ITUB4 passaria PETR4 em peso no IBOV. Hoje está saindo noticias confirmando. 
@ferrisss @dfittarelli",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1407,459689389082546176l,"SUZB5 bateu no objetivo do Anderson agora, quer ver e saber quais as operações do Anderson, entre em contato: centraltrader@hotmail.com",-2,-2,-2,-2,1,0,0,0,-1,0.333,0.333,0.667,0.667,3
1409,468732329762893824l,#SBSP3 cia informou que a Agência Reguladora de Saneamento e Energia do Estado de São Paulo (Arsesp) publicou a... http://t.co/2oQxjzXDO3,-1,-1,-1,-1,-1,-1,-2,-2,-1,0.667,0.667,0.667,0.333,3
1411,443753956582629376l,"#PETR4 recuperando! Vamos ver quanto sobe até o exercício da Serie C, segunda. #PETROBRAS",1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,0.667,3
1412,456213494531362816l,Hoje eu fiz meu primeiro exame de próstata. O estanho é que eu só estava comprado na #vale5,0,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
1413,468827874397798400l,"o objetivo deste pivot de queda 'confirmado' da #PETR4 fica na região dos R$17,00 ... 'coincidentemente' o início do 'GAP de 6 meses' ... ,)",0,1,0,1,0,1,-2,-2,-1,0.667,0.667,0.667,0.333,3
1414,446382689193828352l,@DuctorMarcus @piacesiramos agora a VALE5 so decepcao como ficou podre esse papel,0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,0.667,3
1416,444318571363962880l,"Oibr Pn (OIBR4), Gráfico Diário. Estudo do botão v... http://t.co/hRoEi2m3Vq",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1417,445599196918587393l,"#petr4 chegando nos 12,50 postado, compro neste valor",-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
1420,443050528021700608l,RT @picapautrader: #PETR4 'se a petro bater nos 15 eu vendo até as cuecas pra comprar mais' pergunta: o cabra hj tá andando de calcinhas???,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
1421,458580698329149440l,"Petrobras vai pagar quase R$ 1 por ação em proventos, mais 9 empresas no radar: Sabesp tem r... http://t.co/3VzWuOSu7s #infomoney #vale5",-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.0,0.333,0.667,3
1423,449494382010703872l,"E AÍ LULA? RT @tovaga:  Precisa saber-se mais d q... Em fevereiro de 2003 inicio de Lula pós FHC a #PETR4 valia R$ 46,56.. fev 14 R$13,25",0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,0.667,3
1424,459835328510324736l,"Resultado de Vale, Itaú e mais 14 empresas agitam a próxima semana: Entre as companhias do I... http://t.co/rIdPsIJbvB #infomoney #vale5",-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
1425,446754279949631488l,Ainda sobre o escândalo da #PETROBRAS #PETR4. PT não privatizou a empresa: preferiu QUEBRÁ-LA! http://t.co/U3MhxNvaxS,0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,1.0,3
1426,449173739771809792l,#PETR4 com MEGA volume. Mas não se impressionem muito não ... é 99% só no giro ... só no giro ...,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
1427,456089794812973056l,"Os 3 motivos para a derrocada da Vale hoje, ações caem mais de 3%: Além da China, papel é pr... http://t.co/R0uWXA99UG #infomoney #vale5",0,1,0,0,-2,-2,0,1,-1,0.667,1.0,0.0,0.667,3
1429,457272601665347584l,RT @i_am_a_lord: o swag nasceu contigo http://t.co/TPd2K7QUXU,-1,-1,-2,-2,-1,-1,-1,-1,-1,1.0,0.333,0.667,0.667,3
1430,455747435982495744l,"RT @reminiscences: Graça Foster vai falar? 

Xi, é dia que Petr4 desce…

Sempre que a Graça aparece, acao da Petrobras cai…",-2,-2,-1,-1,1,0,0,1,-1,0.333,0.667,0.667,0.667,3
1433,464493866901852160l,Feeeeeliz,1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
1435,441596163012435969l,#BRML3 - Cade aprova consórcio de BR Malls para novo shopping em SP - http://t.co/tey4pIn2fw,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
1436,447100219822718976l,"e o da #VALE5 ?? R$53,00 !!!!!!!!!!!! =)",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1437,458512644061028352l,RT @pfzutxkas: dormir é a minha cena,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
1438,450812303794241537l,Por tudo que foi abusado da outrora promissora PETR4  #EuApoioCPIdaPetrobras,0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1440,448117020387991552l,PETR4 cancelou o gatilho,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1441,458702674423083008l,RT @joanarauhl: e agora ng sabe quem é o afonso,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1443,444499011333287936l,"#OqueFazer Tem muita gente desesperada com prejuízo e outros loucos para comprar algo.
Setores para olhar de perto #Consumo #GGBR4 #USIM5",0,0,0,1,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1444,449217205822324737l,"Rastreamento ações-Gráfico diário-13h. Analise se romper: IVBX 6899,17 MRFG3 4,17 PCAR4 97,80 SMLL 1202,35 TBLE3 34,83",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1446,471249525123067904l,"Prepare-se para o pregão de hoje! Análise: IBOV, PETR4, VALE5, RENT3, TIMP3, PSSA3, GOLL4, EMBR3 e ABRE11. Assista! http://t.co/k6f4cgrjyu",1,0,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
1447,448947146172407808l,@mel_cruz3 em vez de me dares rt vai mas é estudar pq amanhã preciso de copiar por alguém,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1450,449577122370441216l,"#ELET3 - Eletrobras tem prejuízo de R$ 6,29 bilhões em 2013 - http://t.co/n95VXnkNSX",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
1451,460830577286209536l,Ativo c/ vol Financeiro Superior à sua MM21-14h: BTOW3 EURFUT GOLL4 LPSB3 RDNI3,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1452,449299871124959233l,"#IBOV #PETR4 Petrobras dispara mais de 6% e empurra Bolsa para cima, dólar cai. http://t.co/uBeHWF40BV #BR",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
1454,454671217912709121l,"Virrrgi '@CarlosPort: Então a Policia Federal #PETR4,prendeu mais de 20 que destruiam provas?! Falta mais o que pra CPI? #DilmaTemMedoDaCPI'",0,1,0,0,0,1,1,0,0,0.667,1.0,1.0,0.667,3
1455,441961599499501568l,Fora das operações regulares penso seriamente em montar um Streaddle na PETR4 assim que ela mostrar aumento da volatilidade...,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1457,454293782796582912l,"Opinião - Inva indica 8 ações e um ETF para investir em abril, confira: Saíram as ações da ALL (ALLL3) e, no l... http://t.co/6q9yuodA3o",1,0,0,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
1458,441241903300755461l,"Análises técnicas para IBOV, S&amp,P500, PETR4, VALE5, ABEV3, VIVT4, CMIG4, NATU3, ITUB4, PDGR3 e GGBR4  http://t.co/w456bv52ox",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1461,453234056705376256l,Ativo c/ vol Financeiro Superior à sua MM21-15h: AUTM3 BBAS3 BRIN3 BVMF3 FIBR3 FLRY3 NATU3 TGMA3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1466,464861059502051328l,"Rastreamento ações-Gráfico SEMANAL-16h.Analise se romper: AEDU3 15,74 BRFS3 52,16 ICON 2459,48 KROT3 55,27 LLIS3 7,12 ODPV3 9,62 RENT3 34,99",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1468,446315992801902592l,RT @ativacorretora: Dados corporativos - Arezzo (ARZZ3) e Ecorodovias (ECOR3). #VisaoAtiva http://t.co/VM96aphDPP,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1469,446357444974108672l,"RT @clubedopairico: pô, e não é que a #PETR4 tá nos R$13,30 ? =)",0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
1471,449533931591700480l,Resultado: CPFL (CPFE3) - #VisãoAtiva – Positivo http://t.co/DHTJuqTK6V,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
1473,456450491590119424l,"Cerveró ex diretor da Petrobras  falando na Câmara #petr4
acao sobe 1,89%",0,1,-2,-2,-2,-2,1,0,-1,0.667,0.333,0.333,0.667,3
1474,451092708002910208l,"@ferrisss Eu tava achando que esse lance dos dividendos iria turbinar petr4.... 
doce ilusão... Já ta todo mundo com o cu cheio.",0,1,-2,-2,0,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
1475,460625511774167040l,"@Pardaldecastro  se eu sou acionista da Petr3, é você que roubando os meus dividendos para andar com gasolina barata e criticar a b. família",-2,-2,0,0,0,0,1,0,-1,0.333,0.667,0.667,0.667,3
1476,449497116046807040l,"RT @tovaga:  Precisa saber-se mais d q... Em fevereiro de 2003 inicio de Lula pós FHC a #PETR4 valia R$ 46,56.. fev 14 R$13,25",0,1,0,1,0,1,-2,-2,-1,1.0,0.667,1.0,0.0,3
1477,453685323869200385l,"#OIL #AL #BR #PETR4 Royalties totalizam R$ 4,657 bilhões no 1º tri. devido ao crescimento da produção de petróleo. http://t.co/8bqYjafWaY",1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
1478,446778162870235138l,RT @piacesiramos: Ainda sobre o escândalo da #PETROBRAS #PETR4. PT não privatizou a empresa: preferiu QUEBRÁ-LA! http://t.co/U3MhxNvaxS,0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
1479,444887471193878528l,RT @aw_kward_: Estou numa de se não mandas msg eu também não.,0,1,-2,-2,0,0,1,0,-1,1.0,0.333,1.0,0.667,3
1480,441252664345501696l,"Petr4 aos 13.90 com topo  em 15,10. Vai perdendo o fundo em 15,56",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1481,446708306766491649l,"RT @FelgueirasBruno: prefiro namoros a curtes, não gosto de usar as pessoas como se fossem objetos",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1483,465879564858966016l,"A Graça na verdade, foi contratada p/ ser a RP da #PETR4. 
Como é boa p/ dar explicações",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,0.667,3
1487,466930863381708800l,"Oibr4: Gosto do papel e compraria na faixa de R$ 1,75-1,78.

Respondendo a tantas perguntas. Hoje está sobre pressão de um resultado péssimo",0,1,-2,-2,1,0,-2,-2,-1,0.667,0.333,0.667,0.333,3
1488,451711452374913024l,"10h21 = IBOVESPA virou, mas algumas 'blue chips' continuam negativas: PETR3, -0,19%, PETR4, -0,89%, VALE3, -0,27% e VALE5, -0,40%",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,1.0,3
1489,449641524905918464l,"Petrobrás segurou hoje, a leve alta do IBOVESPA, depois de passar boa parte do dia realizando lucros das ações: PETR3,+1,28% e PETR4,+0,57%",0,0,1,0,-2,-2,0,0,-1,1.0,0.667,0.0,1.0,3
1490,472001595496869889l,"6 ações para monitorar antes da abertura do pregão desta quinta-feira: MRV, Direcional e Gaf... http://t.co/PuJj3w6njj #infomoney #vale5",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1491,448431921731993600l,$DASA3 - Dasa (dasa-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/milGFtLri8,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1492,441551758993924096l,$PETR4 - Petrobras surpreende: Novo recorde no pré-sal [Newsletter ADVFN] http://t.co/IFHJJ3zNut,-2,-2,-2,-2,0,1,0,0,-1,0.0,0.0,0.667,0.667,3
1493,443023459174862848l,"@piacesiramos desvenda o que está por trás de PETR4 a $13,13! Propaganda eleitoral antecipada do PT, eh eh eh…",0,1,0,0,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
1494,453613022817566720l,$MRVE3 - Mrv (mrve-nm)   Ago/e   30/04/2014   10h00 - Dividedo http://t.co/8m8IoGMbiN,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1496,448420348631846912l,"Após Brasil, Petrobras e Eletrobras também têm rating rebaixado pela S&amp,P: As notas acompanha... http://t.co/ESzGINV8o6 #infomoney #vale5",0,1,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1497,455799739674415105l,"#vale5 R$ 30,12 alta de 0,87%, #bbas3 R$ 23,40 queda de 1,80% e #petr4 R$ 15,93 queda de 1,61% #ibovespa nos 51.595 pontos queda de 0,53%",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
1500,452066566067462145l,@picapautrader tou apostando em Vale5. Estímulos na China. Futuros em alta hoje cedo. Será?,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
1501,469226773327405056l,"#PETR4 - Análise #Ichimoku - pregão de quarta-feira, 21 de maio. http://t.co/PMAYn4xU71",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
