,tweet_ids,text_x,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
402,446986109680373760l,"Ações ex-dividendos hoje: KLBN3, KLBN4 e KLBN11 . As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
403,446990882865049601l,Nossa indicação de Análise Técnica para o pregão de hoje é EMBR3 #analisetecnica  http://t.co/y9of3ttl0P,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
404,446990945779986432l,e tem início o leilão de a #PETR4 ! De olho em a abertura. =),0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
405,446999581071790081l,"e olha lá a #PETR4 na briga dos R$13,50 ... ,)",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
406,447000792143527936l,"LLXL3 vai fazer fundo duplo se ela não consegue romper os 0,98. Desde 09-2010 em linda tend. de baixa.",1,0,0,1,0,0,0,1,0,0.667,0.667,0.667,0.667,3
407,447006955258011648l,"Abrimos compra de VALE5 pro trade no R$ 27,00. Heyyyyyyyyyyyyy estamos no game!!!!!!",1,0,1,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
408,447010730395447296l,"INTRADAY PETR4: Suportes 12,85 e 13,42 e resistências 14,30 e 14,61 INTRADAY VALE5: Suportes 25,87 e 26,25 e resistências 26,99 e 27,35",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
409,447043114604449795l,"hihihi #vale5 27,34 encerro operação de compra....",-2,-2,1,0,-1,-1,0,0,-1,0.0,0.667,0.667,0.667,3
410,447045857310179328l,"TRADES Abertos: Compra de VALE5 - 27,00 VENDA de PETR: 13,90 Encerrrados: PETR- 13,45 - 13,75. Segue o baile n concorrência ao vivo n twi",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
411,447045920262463488l,"RT @ferrisss: TRADES Abertos: Compra de VALE5 - 27,00 VENDA de PETR: 13,90 Encerrrados: PETR- 13,45 - 13,75. Segue o baile n concorrênci…",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
412,447046296122445825l,@Live_Trade dá só uma olhadinha no gráfico semanal da vale5 e veja que bonito o padrão de reversão dos candles .,-2,-2,1,0,-2,-2,0,0,-1,0.0,0.667,0.333,1.0,3
413,447047277907939328l,#VALE5é #VENDA ? rsss #DEAL! #DEAL! #DEAL! ' 16 de março a as 12:12 ' após vencto de as opções podem puxar em a ... http://t.co/4mOMj1Om7d,-2,-2,1,0,-2,-2,0,0,-1,0.333,0.667,0.333,1.0,3
414,447067226731208704l,A última indicação da #MRVE3 resultou em 0.83 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
415,447068941912137728l,"#PETR4 querendo agulhar no curto, 30min ... com um monte de outras indicações ... vamos ver ... ,)",-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
416,447080717961678848l,$BRML3 - Br Malls Par (brml-nm) - Alteracao Do Calendario De Eventos Corporativos http://t.co/eiu1Kw2n8r,-2,-2,0,0,0,1,0,0,-1,0.0,0.667,0.667,0.667,3
417,447081497980588032l,$HGTX3 - Cia Hering (hgtx-nm) - Alteracao De o Calendario De Eventos Corporativos http://t.co/za6C2Ivjox,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
418,447093665832652800l,A última indicação da #MRVE3 resultou em -0.82 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,0.667,1.0,3
419,447094096763822080l,A última indicação da #ELPL4 resultou em -0.26 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-1,-1,0,0,-2,-2,-1,-1,-1,0.667,0.667,0.333,0.667,3
420,447096841172426753l,Spread entre ITUB4 x BBDC4 abrindo novamente. Oportunidades a vista?,-2,-2,0,0,1,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
421,447099598587572224l,"leilão da #PETR4 tá bonito, R$17,20 !!!! o.O",1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,1.0,3
422,447100306728681472l,petr4 saindo no leilão,1,0,-2,-2,1,0,0,0,-1,0.667,0.333,0.667,0.667,3
423,447105828613804032l,"21/03/14-17:22: Maiores Baixas: ESTC3 -5,10% R$21,58, LLXL3 -3,13% R$0,93, DASA3 -2,55% R$13,75, JBSS3 -2,41% R$7,68, KROT3 -1,91% R$ 47,82.",0,0,0,1,0,0,0,0,0,1.0,0.667,0.667,0.667,3
424,447144585316544512l,"@GutoAbranches @denisebarbosa #Petrobrás #PETR4: Se ref. Pasadeña é superfaturada, então invest. pré-sal estão mais! http://t.co/8wIGJxKbao",-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
425,447144710101286912l,"@petrobras @valor_economico  #Petrobrás #PETR4: Se ref. Pasadeña é superfaturada, então invest. pré-sal estão mais! http://t.co/8wIGJxKbao",0,1,0,1,-2,-2,0,1,-1,0.667,0.667,0.333,0.667,3
426,447144750601494528l,"@StephenKanitz @ricam #Petrobrás #PETR4: Se ref. Pasadeña é superfaturada, então invest. pré-sal estão mais! http://t.co/8wIGJxKbao",0,1,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
427,447161570007982082l,To vendo os numeros da compra da refinaria pela petr4 no JN. Nao parece muito fora. Os belgas tiveram invest. + capex. 1/2,-2,-2,0,0,0,1,-2,-2,-1,0.0,0.667,0.667,0.333,3
428,447174099085713408l,"Qto mais mexe, mais merda aparece #petr4 É inacreditável Dilma ter aprovado compra de Pasadena, diz Marina http://t.co/APome9qgES",0,1,0,1,0,1,1,0,0,1.0,0.667,0.667,0.667,3
429,447193082044633089l,"Car*, comé q'essa mulher ganhou p Presidente da República? '@AryAntiPT: #DilmaNacadeia #PETR4 demite diretor envolvid http://t.co/hgG5EYSd1f",0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,1.0,3
430,447207141154504706l,Petrobras #PETR4 é um antro de corrupção e inepcia.,0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,1.0,3
431,447358522020601857l,"@toleranciazero6 @marisascruz  Venda PETR4 a descoberto após aumento da gasolina e divugue os podres do contrato, recompre lá embaixo.",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
432,447398716530757632l,"Aliás, essa p* dessa Pasadena tá funcionando? 3/02/06 #PETR4 aprova compra de refinaria EUA http://t.co/lfZWv799p0 @ivomarcelino @AryAntiPT",0,1,0,0,0,1,-2,-2,-1,0.667,0.667,0.667,0.0,3
433,447482644084035584l,@jprcampos @carlos_munhoz meu caro… outro dia vc disse que petr4 entregava relatórios na Nyse. ultrapar também. veja os múltiplos.,0,1,-2,-2,0,1,-2,-2,-1,0.667,0.333,0.667,0.333,3
434,447485591756632065l,"VALE5 e BOVA11, trade que já haviam sido feita realização parcial, geraram saída de o restante em o lucro. vale5 a 26,95 e bova11 a 45,97",0,0,0,0,-2,-2,0,0,-1,1.0,1.0,0.333,0.667,3
435,447488010985426944l,"Trades em andamento sem realização parcial ou stop loss apenas a venda em bbas3. Start 20,09. Stop 21,92 e alvo 18,26",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
436,447488834431754240l,"Gatilho position , semana que vem : Ativo bvmf3 - Venda - Validade 28/mar - Start 9,75 - Stop 10,65 - RP 8,85 http://t.co/VwDCcrOD2H",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
437,447489734705569792l,"Gatilho position, semana que vem:   Ativo petr4 - Venda  - Validade 28/mar - Start 12,56 - Stop 14,16 - RP 10,96 http://t.co/MOovo6ZJWG",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
438,447490511918469120l,"Gatilho position, semana que vem:   Ativo jbss3 - Venda  - Validade 28/mar - Start 7,12 - Stop 8,06 - RP 6,18 http://t.co/gwwImv5m2r",1,0,0,0,1,0,0,0,0,0.667,1.0,1.0,0.667,3
439,447705608960344064l,#PETR4 indo em o mesmo caminho de a #OGXP3 http://t.co/jTNm4sfjJY,0,1,0,0,1,0,0,0,0,1.0,0.667,0.667,0.667,3
440,448065036742057984l,"@DuctorMarcus No sábado fui olhar minha carteira, pelo HB BB, e constava que a Petr4 fechou a R$ 17,76 chegando até a R$ 22,00 como pode?",0,0,-1,-1,0,1,0,1,-1,0.667,0.667,1.0,0.667,3
441,448066819480629248l,$PETR3 - Petrobras (petr) - Mudanca Na Diretoria Executiva Da Petrobras Distribuidora http://t.co/3n7vTntAVX,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
442,448076052364296192l,"Ações ex-juros hoje: ALPA3, ALPA4, CRUZ3, POMO3, POMO4 e RADL3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/utSF6DP4ug",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
443,448076336100544512l,"Ações ex-dividendos hoje: ALPA3, ALPA4, LAME3 e LAME4. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
444,448080834743238656l,"CRUZ SOUZA CRUZ dividendos ||aprov 21/3/2014||dataex 24/3/2014||pagto 21/5/2014||CRUZ3 R$0,016310 http://t.co/lXxqtlb1Rv",0,1,0,1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.0,3
445,448083157758140418l,"Notas gerais A PETROBRAS (PETR4) demitiu o diretor financeiro da subsidiária Petrobras Distribuidora, Nestor... http://t.co/CMZD46pQOq",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
446,448083263895371776l,"Resistencia 0,98 llxl3 parece pesada, voltando para 0,5X para fazer fundo duplo?respeitando canal de baixa desde 2010?",-2,-2,-2,-2,1,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
447,448084897677471744l,Parece que essas denúncias contra a PODRIDÃO que o PT tem feito com a PeTebrás (PETR4) têm dado ânimo aos investidores. Continua subindo!,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,0.667,3
448,448089232373215233l,"o suporte mais próximo da #PETR4 está na região dos R$13,85 ... de olho pessoal.",-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
449,448089872927293440l,"se conseguir romper essa barreira (R$13,85), podemos ver um novo teste dos R$13,50 ... #PETR4",-2,-2,0,0,1,0,-2,-2,-1,0.0,1.0,0.667,0.333,3
450,448093704449183744l,"Compra de #petr4 no rompimento dos 14,20",0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
451,448094235615846401l,"OU venda de #petr4 em a perda de os R$ 13,90",-2,-2,0,0,0,1,0,0,-1,0.333,0.667,0.667,0.667,3
452,448097257447903232l,"INTRADAY PETR4: Suportes 13,17 e 13,60 e resistências 14,30 e 14,57 INTRADAY VALE5: Suportes 26,31 e 26,76 e resistências 27,54 e 27,87",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
453,448101479430500352l,"#KLBN4 abaixo de R$10,95 - venda para SWING",0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,0.667,3
454,448105225262333953l,Compra de ESTC3 e CTIP3 - 20/03/2014 http://t.co/2dj6YO5X5u,0,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
455,448115361897279489l,A última indicação da #MRVE3 resultou em -0.55 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456,448116868541587456l,"OPORTUNIDADE #PETROBRAS: O MENOR PREÇO EM 20 ANOS? #PETR4 Na semana passada, vários indicadores de péssima... http://t.co/o57yNlV4WC",0,1,0,1,0,0,-2,-2,-1,0.667,0.667,1.0,0.333,3
457,448122571897044995l,"Concórdia recomenda Vale, Ambev, Gerdau e mais 13 papéis para essa semana: As três carteiras... http://t.co/vaWwX03Urc #infomoney #vale5",0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
458,448151500116606976l,Navio gigante da Vale aporta pela 1ª vez em centro de distribuição na Malásia: Em sua viagem... http://t.co/BH5YJv5MUg #infomoney #vale5,1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
459,448153406952468480l,"Quanto mais notícia ruim vaza na mídia sobre a PETR4, mais ela sobe na bolsa de valores...",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
460,448156367472189440l,Venda de AEDU3 e Compra de BTOW3 - 04/03/2014 http://t.co/nFNnHIyPVE,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
461,448159009464664064l,"Day trade VALE5 Espetacular – 6 prejuízos previstos e evitados (-1,60% de perda evitada!) 24-03-14 http://t.co/OOP3CcpEDF",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
462,448168183770267648l,Corretora recomenda 10 ações para comprar na semana: A carteira da Socopa foi mantida para e... http://t.co/Z1p25jjXp8 #infomoney #vale5,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
463,448168528714407937l,A última indicação da #ELPL4 resultou em -1.63 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,0,0,-1,0.0,0.667,0.333,0.667,3
464,448289071920472064l,@ferrisss : sua compra dias atras de #JBSS3 fez volume > da média (rs). Vc deve ter comprado um fundo. Parabéns +1x http://t.co/MpQ0Bh0E94,1,0,1,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
465,448437735054139393l,$CIEL3 - Cielo ( ciel-nm ) - Pgto . Dividendo E Juros ( alteracao De os Valores Por Acao ) http://t.co/pNIoX1dKA3,-2,-2,0,0,1,0,-2,-2,-1,0.0,0.667,0.667,0.0,3
466,448447631103381504l,#petr4 por que será que a notícia ruim sempre vem em um objetivo ? kkkk,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
467,448451571664564224l,$BBAS3 - Banco Do Brasil (bbas-nm) - Esclarecimentos A Consulta Da Bm&amp;fbovespa http://t.co/UaFXNfKifj,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
468,448459457060937728l,"ADR de a PETR4, $PBR testando forte resistência agora em $12,55. Topo triplo!",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
469,448460771865804800l,"INTRADAY PETR4: Suportes 13,67 e 14,04 e resistências 14,60 e 14,79 INTRADAY VALE5: Suportes 26,71 e 26,93 e resistências 27,37 e 27,59",1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
470,448463290541150209l,"De olho em NATU3 na compra acima de 36,91. Analise pra decidir. http://t.co/nVJFb2xBNB",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
471,448483068324876288l,A última indicação da #MRVE3 resultou em -0.41 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
472,448484680095236096l,"Sinergias com compra da Seara pela #JBSS3 superam estimativa inicial, diz CEO http://t.co/VOiUs0cpyx",1,0,1,0,0,0,0,0,0,0.5,0.5,0.5,0.75,4
473,448492835730644992l,A última indicação da #OIBR4 resultou em 3.79 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
474,448498069731307520l,$VALE3 - Vale (vale-n1) - Relatorio Das Debentures Participativas 20.sem/2013 http://t.co/JKEWokJZsQ,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
475,448501958140493824l,A última indicação de a #MRVE3 resultou em -1.22 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
476,448519431216693249l,"#GOLL4 quase dando venda...objetivo 9,60!",1,0,1,0,1,0,0,0,0,1.0,0.667,1.0,1.0,3
477,448529373885652992l,A última indicação da #JBSS3 resultou em -0.79 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,1,0,1,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
478,448534744804777984l,"Veja as melhores ações para comprar nesta semana, de acordo com 8 corretoras: Os papéis da G... http://t.co/L6OsbF6Os6 #infomoney #vale5",1,0,0,0,0,1,0,0,0,1.0,0.667,0.667,0.667,3
479,448543126202757120l,"Veja as melhores ações para comprar em esta semana , de acordo com 8 corretoras : Os papéis de a Gerdau ( GGBR4 ) e de a ... http://t.co/SK7rRvdHEZ",-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,0.667,3
480,448595371955343360l,"Sinal dos tempos, hoje a PETR3 recebeu alta, saiu da UTI e entrou no canal de variação estatístico de suas cotações, muito bom!",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
481,448600303500533760l,Standard &amp; Poor’s revê classificação de risco e mantém o Grau de Investimento. http://t.co/1ZnxOUvXV7 #PETR4,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
482,448601665160355840l,"Tenho papéis da PETR4 e, pelo jeito, vai demorar 1 decada para recuperar meu investimento. Estou ganhando um 'jabaculê' lançando 'opção'.",0,1,0,1,0,0,-2,-2,-1,0.667,1.0,0.667,0.0,3
483,448784949853032448l,$ECOR3 - Ecorodovias (ecor-nm) - Distribuicao De Juros Sobre Capital Proprio http://t.co/g7c3cn2A1B,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
484,448797349025165312l,"$BBAS3 - Novo corte: BB, Bradesco e Itaú rebaixados [Newsletter ADVFN] http://t.co/t9T6MkzNhI",0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,0.667,3
485,448797354314170368l,"$ITUB4 - Novo corte: BB, Bradesco e Itaú rebaixados [Newsletter ADVFN] http://t.co/3Jddfo4dUz",-2,-2,-2,-2,0,1,0,0,-1,0.0,0.0,0.667,0.667,3
486,448797359468994560l,"$BBDC4 - Novo corte: BB, Bradesco e Itaú rebaixados [Newsletter ADVFN] http://t.co/zh1zDo1eQ1",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
487,448798586508046336l,#GGBR4 suportes e resistências http://t.co/plOEedcYsN,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
488,448806475805122560l,"Piores ações de março se descolaram muito do índice, é hora de comprar?: As cinco maiores qu... http://t.co/Cf9XCzdiN1 #infomoney #vale5",-2,-2,-2,-2,-2,-2,0,1,-1,0.333,0.333,0.333,0.667,3
489,448818300957769728l,"Muito fácil esclarecer a cagada de Pasadena: basta analisár o Relatório levado ao Conselho, que autorizou o rombo na #PETR4.",0,1,0,0,0,0,-2,-2,-1,0.667,0.667,1.0,0.0,3
490,448818884754538496l,"Se o Relatório sumiu ou se encontra adulterado, estaremos claramente diante de uma ação criminosa e mafiosa, corroendo por dentro a #PETR4.",0,1,0,0,0,0,0,1,0,1.0,0.667,0.667,0.667,3
491,448819641628884992l,"INTRADAY PETR4: Suportes 13,93 e 14,21 e resistências 14,68 e 14,87 INTRADAY VALE5: Suportes 27,03 e 27,32 e resistências 27,85 e 28,09",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
492,448822972179304448l,$BRML3 - Br Malls Par (brml-nm)- Aumento De Capital Atraves Do Plano De Opcao De Compra http://t.co/8dTQuP5X5T,-2,-2,-2,-2,1,0,0,0,-1,0.0,0.0,0.667,0.667,3
493,448823587932504066l,"R$14,70 se aproximando. De olho em a #PETR4 galera !!",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
494,448823904044613632l,"RT @cafecomtorradas: Muito fácil esclarecer a cagada de Pasadena: basta analisár o Relatório levado ao Conselho, que autorizou o rombo na #…",0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
495,448825268309065728l,"RT @cafecomtorradas: Se o Relatório sumiu ou se encontra adulterado, estaremos claramente diante de uma ação criminosa e mafiosa, corroendo…",0,1,0,1,-2,-2,1,0,-1,0.667,0.667,0.333,0.667,3
496,448827289187667970l,ESTC3 gerando venda para o Anderson agora em 21.48 stop 22.81 com objetivo em 20.19.,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
497,448827600157552640l,"ECOR3 - ECORODOVIAS ON jscp ||aprov 25/3/2014||dataex 26/3/2014||pagto n/d||ECOR3 R$0,037497502 http://t.co/XRxkJbNvZ4",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
498,448828284781219840l,#petr4 RT  Ex-presidente da Petrobras nomeou primo para estatal nos EUA na época da compra de Pasadena http://t.co/0vRJaMtKH3 #mercados_IM,0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
499,448833656929652736l,RT @Igorcrp: #petr4 RT  Ex-presidente da Petrobras nomeou primo para estatal nos EUA na época da compra de Pasadena http://t.co/0vRJaMtKH3 …,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
500,448837995089903616l,de olha na PETR4 pra venda,-2,-2,0,0,1,0,-2,-2,-1,0.0,0.75,0.5,0.0,4
501,448849223010623488l,"'Quem montar uma carteira de ações agora vai morrer de rir em 10 anos', diz especialista: Se... http://t.co/CrU7flmRmc #infomoney #vale5",1,0,1,0,1,0,0,0,0,0.667,0.667,1.0,1.0,3
502,448849499289829376l,Petrobras se encontra num pontaço de compra (graficamente) mas não consigo comprar com essa PTralhada por lá! #petr4  #IBOV,0,1,-1,-1,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
503,448858508675796992l,Investidores #PETR3 #PETR4 não podem fechar os olhos para isso: https://t.co/oBi4qfcb9L,-2,-2,-2,-2,0,0,-2,-2,-1,0.333,0.333,0.667,0.333,3
504,448861957136068608l,A última indicação de a #KROT3 resultou em 9.87 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
505,448862292047036418l,"#cmig4 entrada pelo diário, mas comi bola!!!!",0,0,0,1,0,0,0,0,0,0.667,0.667,0.667,0.667,3
506,448866856779010049l,Gráfico da #PETR4 de 60 minutos. Momento delicado... ou bom para venda? http://t.co/vYuBhgm0pA,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
507,448880337746403328l,#GOLL4 - Gol pretende reduzir alavancagem em 2014 - http://t.co/3NOyTwIUyu,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
508,448880775761772545l,#JBSS3 - Rússia embarga compra de carne bovina de unidade da JBS na Austrália - http://t.co/6YU7juePkr,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,0.667,3
509,448882743410438144l,"PETR4 objetivo de a venda R$13,90",-2,-2,0,0,0,0,0,0,-1,0.0,1.0,0.667,0.667,3
510,448882754701508608l,$ALLL3 - All Amer Lat (alll-nm) - Ago/e - 10/04/2014 - 16h00 - Distribuicao De Dividendo http://t.co/uwgDsLkOnk,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.5,0.5,0.5,0.5,4
511,448885656325197824l,ao menos uma boa notícia ... a Fitch não mexeu na nota da #PETR4 ...,1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
512,448888350523813888l,#PETR3 #PETR4 - Fitch afirma rating da Petrobras em BBB com perspectiva estável - http://t.co/O6p9US6gV4,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
513,448889856325058560l,Compra 2000 l BBDC4.SA e Vende BBDC3.SA - 1859 l BBDC4 comprador 2000 l a 29.52 e vendido BBDC3 -1859 l a 31.37,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
514,448891834425937920l,Compra 2000 l BBDC4.SA e Vende BBDC3.SA 1859 l BBDC4 comprador 2000 l a 29.52 e vendido BBDC3 1859 l 31.37,0,0,-2,-2,-1,-1,-2,-2,-1,0.5,0.25,0.5,0.5,4
515,448892502079463425l,@webtraderx p13 ? Você compra caso acredite que vá cair. Vende se acha que vai subir. Tudo sempre em relação à PETR4 ...,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,0.667,3
516,448893725331423232l,A última indicação da #MRFG3 resultou em 4.37 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,-1,-1,-2,-2,-1,-1,-1,0.333,0.667,0.333,0.667,3
517,448902501086273536l,$AEDU3 - Anhanguera (aedu-nm) - Ago - 22/04/2014 - 11h00 / Distribuicao De Dividendo http://t.co/1lJw1uN5m7,0,0,-2,-2,0,0,0,0,-1,0.667,0.333,0.667,0.667,3
518,448916390691733504l,"FUSÃO: Enquanto a OIBR4 caiu 11,14%, a TIMP3 subiu 4,00%...",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.0,0.667,3
519,448924122459160577l,""" @itau : E aí , preparado para 2050 ? Até lá , o número de pessoas acima de 60 anos deve triplicar : http://t.co/FxDpaVp4dr ” $QUAL3 ?",0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
520,448936393461731328l,A Petrobras #PETR4 confirmou hoje que abriu uma comissão interna 'de alto nível' para apurar os detalhes de a compra de a refinaria de Pasadena.,0,1,0,1,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
521,448936578715774977l,RT @bovespabrokers: A Petrobras #PETR4 confirmou hoje que abriu uma comissão interna 'de alto nível' para apurar os detalhes da compra da r…,-2,-2,0,0,0,0,0,0,-1,0.0,0.667,1.0,0.667,3
522,448951505845256193l,"ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http://t.co/FhJ4SZQxMA",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
523,448954583717806080l,"RT @dividendo_br: ELPL ELETROPAULO dividendos ||aprov 25/4/2014||dataex 28/4/2014||pagto n/d||ELPL3 R$0,388977082||ELPL4 R$0,427874790 http…",0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
524,448972349292171264l,$GOLL4 - GOL protocola solicitação para operar voos regulares entre Campinas e Miami http://t.co/mm0EgtD8kW,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
