,ids,tweets,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
1152,446658495862292480l,"#petr4 sem medo de errar, ou essa alta marcou o fim da queda de uma década, ou é só mais um repique momentâneo. Esse ano ainda tem eleições!",-2,-2,0,0,-2,-2,-2,-2,-1,0.0,0.667,0.0,0.0,3
1153,446659693814231040l,O lado bom de terem levantado toda a sujeira da #petrobras é q agora se pode crer q haverá uma gestão + fiscalizada! #Petr4 poderá reagir!,1,0,1,0,1,0,0,0,0,1.0,0.667,0.667,1.0,3
1154,446659838370938880l,"ahhh, e lembram que a #PETR4 estava abaixo de a média de 200 MESES ... pois então, voltou para cima ! =) (+- em os R$13,38)",1,0,1,0,0,1,0,0,0,0.667,1.0,1.0,1.0,3
1155,446661635747635200l,PETR4 subiu...e os alugueis tbm...hummmmmm...só gringos na venda...tem alguma coisa faltando ai!,-2,-2,-2,-2,1,0,0,1,-1,0.0,0.333,0.667,0.667,3
1156,446663297103060992l,Postado há 0 dias... quem segue sabe RT @Live_Trade: #petr4 amanhã no primeiro sinal intra entro na compra,-2,-2,0,0,1,0,0,0,-1,0.333,0.667,0.667,0.667,3
1157,446664455766966273l,@Live_Trade qual seu objetivo em a PETR4?,-2,-2,-2,-2,-2,-2,-1,-1,-1,0.333,0.333,0.333,0.667,3
1158,446664865764372481l,"#cyre3 e Rsid3 cfe postado de manhã, entrada e com um bom lucro",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1159,446665209240104960l,Queda #petr4 não apenas gente de dentro da #petrobras mas também empresários aceitaram negociatas. Estes também são traidores da pátria!,0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,1.0,3
1160,446665841359474689l,@ClaudioRAE PETR4 valorizou?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1161,446666334001463296l,#GGBR4 Vale ficar de olho comparando sempre o semanal.,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1162,446666522036293632l,"Fundos de aposentadoria, empresas saudáveis, FGTS, gente de bem, TODOS PUSERAM dinheiro na #petrobras e #pETR4 em queda. FURTO NACIONAL!",0,1,-2,-2,-2,-2,-2,-2,-1,0.667,0.333,0.333,0.333,3
1163,446666874911465472l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  BBDC3 29,87 BBDC4 28,00 CTIP3 25,91 ESTC3 22,85  MULT3 46,44",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1164,446666914207907840l,Ativo c/ vol Financeiro Superior à sua MM21-12h:  BOVA11 BRIN3 ELET3 ENEV3 FNAM11 PFRM3 SANB11 SCAR3 USIM5,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1165,446668654244270080l,"RT @Igorcrp: #PETR4 : EXCLUSIVO, em @VEJA: PF prende ex-diretor da Petro em operação de lavagem de dinheiro http://t.co/3wGEVANwmT http://t…",-2,-2,-2,-2,0,1,1,0,-1,0.0,0.0,1.0,0.667,3
1166,446669072130797568l,#BBAS3 de volta na LTA mensal http://t.co/wYmAH2b1HE,-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1167,446669398133460994l,"@brunomaca1 E eu tomando calor em a Vale5, não esperei fechar o candle de 15, não respeitei a regra....agora é esperar...",0,1,0,1,0,0,-2,-2,-1,1.0,0.667,1.0,0.0,3
1168,446669672440930304l,Ctip3 deixando p tras uma longa congestao! Anual diga se d passagem,-2,-2,0,0,0,0,-2,-2,-1,0.0,0.75,0.5,0.0,4
1169,446670423242317824l,#VALE5 Alguém sabe dizer qual a vantagem das opções ? E o HOME BROKER ?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1170,446674080851582976l,A última indicação de a #RSID3 resultou em -1.24 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,-2,-2,0,0,-2,-2,-2,-2,-1,0.333,0.667,0.333,0.333,3
1171,446675806337908736l,Ou a PETR4 achou quem pague US$ 3Bi naquela merda?,0,1,-2,-2,0,0,1,0,-1,1.0,0.333,0.667,0.667,3
1172,446677037764579328l,"@eddu0001 Estava, fiz uma kgda aqui não esperei confirmar e vendi.....paciência....vou entregar o lucro de Rsid3 e Cyre3 p/ vale5",0,0,0,1,0,0,0,0,0,0.5,0.75,0.75,0.5,4
1173,446680049761394689l,"Em o Gov PT #Petrobras é pau p/ toda obra, desde dar cargos até fazer política antiinflacionária. Só não é vista como uma empresa. #PETR4",0,1,0,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
1174,446681785486020609l,Elet3 minha linda ! ! ! Hoje vou beber um @vinhopara comemorar ! ! !,1,0,1,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
1175,446682266539143169l,"CIEL3 valorizou, está entre as ações indicadas da Carteira Valor. Deve ter sido pelo projeto especial de larga demanda pra Copa. Foi genial.",1,0,1,0,-2,-2,0,0,-1,1.0,1.0,0.0,1.0,3
1176,446682542805356545l,"@ClaudioRAE tô achando mais negócio vender PETR4 e comprar CIEL3, que daqui a 90 dias vai valorizar bastante.",1,0,0,0,1,0,0,0,0,0.667,1.0,0.667,1.0,3
1177,446682863627300864l,"Bancos, varejo, petróleo e siderurgia, as opiniões de um gestor sobre 4 setores: O destaque ... http://t.co/HfazYF2uc0 #infomoney #vale5",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1178,446684197055651840l,"@GustavoNegreiro PETR4 valorizada em +4,19%.",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1179,446694000024903681l,@SQUEEZE_ETICO @mapmonicatsx Até o rentável Banco de o Brasil... #BBAS3 para que ralos vai o dinheiro?...,-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1180,446694551160233985l,Virada: BBAS3 em ponto perigoso de mudança da cotação para baixo. IMA-crash alto. http://t.co/rowQqe82CN,0,0,0,0,1,0,-2,-2,-1,0.667,0.667,0.667,0.333,3
1181,446694812100460544l,"Cuidado com VALE5. IMA-crash da Vale está ficando muito alto.Grande chance de queda forte nos próx. 2 dias, http://t.co/j9Jxow4GS6",0,1,0,0,1,0,0,1,0,0.6,0.6,0.8,0.8,5
1182,446695453393170432l,@ferrisss Qual o seu preço alvo de JBSS3?,-2,-2,0,0,1,0,0,0,-1,0.0,1.0,0.667,0.667,3
1183,446695653918646272l,"Rastreamento ações-Gráfico diário-14h. Analise se romper:BBDC3 29,95 BBDC4 28,20 CTIP3 25,91 ESTC3 22,85 HGTX3 26,77 MULT3 46,44 VLID3 32,21",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
1184,446695797019922432l,Ativo c/ vol Financeiro Superior à sua MM21-14h:  PFRM3 POMO4 QUAL3 SANB11 SBSP3 SCAR3 TERI3 USIM5,-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,0.667,3
1185,446695862576877570l,#PETR4 caiu tanto nesses últimos ano que só o custo de oportunidade já é mto representativo..,0,1,0,0,1,0,0,1,0,0.667,0.667,0.667,0.667,3
1186,446696198293184512l,"Petr4 - Quando ha noticias ´´boas´´ acao cai.. quando aparece escandalos e outras not. nao agradeveis, sobe.. #toforaaaaa",0,1,0,0,0,1,0,0,0,0.667,0.667,1.0,0.667,3
1187,446696446884990976l,Ótima postagem sobre #PETR4 por o usuário pridom em o fórum de a #ADVFN $PETR4 http:,0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1188,446697240779051008l,"#PETR4 resistência em 14,00 a 14,15",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
1189,446697405275463680l,@Bancotario #petr4 atento aos 10 reais,1,0,0,0,1,0,0,0,0,0.5,0.5,0.75,0.5,4
1190,446705938536218624l,"@clubedopairico eu pisco o olho e a #PETR4  bate. R$13,90??? Que isso?!?",0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,0.667,3
1191,446711741431676928l,"Mercado subiu bem ontem e hoje, geou mudanças em nossas posições: stop em bvmf3, ccro3. RP em mrve3. Posições com rp ja feita continua",0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
1192,446711825158377472l,continua: geraram saída no lucro em vale5 e bova11,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1193,446713329718157312l,pq ninguem falou de vender SBSP3 ??,-1,-1,0,0,0,1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1194,446719122085531648l,"@ELISLEITAO fala para sua queridinha# #vale5 para 26,20 ??? Ta me irritando...",-2,-2,0,0,0,0,-2,-2,-1,0.0,0.667,0.667,0.333,3
1195,446720857130672128l,$GFSA3 - Gafisa (gfsa-nm)   Ago   25/04/2014   9h00 - Dividendo http://t.co/a98E5bUCoJ,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1196,446724745778954240l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: BBDC3 30,37 BBDC4 28,36 BBTG11 27,32 BRCR11 125,09 BRSR6 12,02 CTIP3 26,37",0,0,0,0,0,0,0,0,1,1.0,0.667,0.667,0.667,3
1197,446724759821099008l,Holding 'acionista' da Vale teve em 2013 seu primeiro prejuízo em 10 anos: Bradespar viu seu... http://t.co/FCzk35TEJZ #infomoney #vale5,-2,-2,0,0,0,0,-2,-2,-1,0.333,0.667,0.667,0.333,3
1198,446724827140096000l,"Rastreamento ações-Gráfico diário-16h. Analise se romper: ESTC3 22,85 ITUB3 29,78 SULA11 14,89 VLID3 32,21",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1199,446725008841539584l,Ativo c/ vol Financeiro Superior à sua MM21-16h:ALUP11 AMAR3 BBAS3 BBRK3 BBSE3 BEEF3 BOVA11 BRIN3 BVMF3 CESP6 COCE5 CRUZ3 DOLFUT DTEX3 ELET3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1200,446725164081102848l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  INDFUT INDX ISEE ITSA4 JSLG3 MILS3 MLCX MULT3 NATU3 OIBR3 OIBR4 PDGR3 PETR3 PETR4 PFRM3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1201,446725233010307072l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  POMO4 QUAL3 RADL3 RSID3 SANB11 SBSP3 SCAR3 SEER3 TERI3 TOTS3 TRPL4 USIM5 UTIL VLID3,0,0,0,0,-2,-2,0,0,-1,0.667,1.0,0.333,1.0,3
1202,446725707306397696l,"RT @Live_Trade: #vale5 se menor 26,66 abre alvo p/ baixo...PQP  rsr",0,1,0,1,1,0,1,0,0,0.667,0.667,0.667,0.667,3
1203,446729335089926144l,"@ferrisss @dilmabr @exame_mercados #petr4 e #elet6 ~5% será equivalente a quantos pontos? Caindo 5 também, me anima muito rsrs",-2,-2,-2,-2,0,0,0,0,-1,0.0,0.0,1.0,0.667,3
1204,446733000026652672l,A última indicação de a #PDGR3 resultou em 11.36 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,1.0,0.667,1.0,3
1205,446733929908023296l,@live_trade @uslbr #PETR4 agarrou em os 14 e não quer largar...,-2,-2,-1,-1,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1206,446739223895638017l,#PETR4 esbanja otimismo e sobe 10% em 3 dias. É por essas e outras que chamam o mercado financeiro de irracional !,-2,-2,-2,-2,0,1,0,0,-1,0.333,0.333,0.667,0.667,3
1207,446739615417106432l,OS GOLPES NA PETROBRÁS #petrobras #petr4 Muitos brasileiros honestos investiram suas economias na PETROBRÁS ao... http://t.co/VyniMo8CSW,0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,1.0,3
1208,446739951930339329l,RT @lucasdalloglio: OS GOLPES NA PETROBRÁS #petrobras #petr4 Muitos brasileiros honestos investiram suas economias na PETROBRÁS ao... http…,0,1,0,1,0,0,1,0,0,1.0,1.0,0.667,1.0,3
1209,446740477451448320l,@ferrisss Tá voltando a chover e na hora certa. Está chegando a hora de plantar mais um lote. E a #PETR4 fazendo Graça! hehehehe,0,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
1210,446743884065157122l,"#petr4 postado Objs  hj para um amigo  @aecioneto 13,83 e 14,06  rsrsrs",-2,-2,1,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1211,446746720337416193l,"A #PETR4 cumpre o papel de ela , ou seja , a empresa é um retrato perfeito de o governo . Ineficiente , inflada e corrupta é quase um clone de o gov .",0,1,0,1,0,0,1,0,0,1.0,0.667,0.667,1.0,3
1212,446747570170527744l,"RT @stancatiTrader: A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta é qu…",0,1,0,0,0,0,1,0,0,1.0,0.667,0.667,0.667,3
1213,446752122672254976l,#vale5 amanha conversamos.....rs,0,0,0,0,0,0,0,0,1,1.0,0.667,1.0,1.0,3
1214,446752421667418112l,Mais que incompetência: é preciso vocação revolucionária pra fazer o que fizeram com a Petrobras. #PETR4,0,1,0,1,-2,-2,1,0,-1,1.0,0.667,0.0,1.0,3
1215,446754279949631488l,Ainda sobre o escândalo da #PETROBRAS #PETR4. PT não privatizou a empresa: preferiu QUEBRÁ-LA! http://t.co/U3MhxNvaxS,0,1,0,0,0,0,1,0,0,0.667,0.667,0.667,1.0,3
1216,446757227136045056l,"@stancatiTrader: A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta.",0,1,0,1,0,0,1,0,0,1.0,1.0,1.0,1.0,3
1217,446758894476730368l,Em seu quarto pregão seguido de alta #ELET3 acumula +18% http://t.co/H828gU6qxK,1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1218,446759525874692096l,@bovespabrokers amanhã vai ser engraçado assistir #PETR4 #BBAS3 #ELET6,-2,-2,0,0,1,0,0,1,-1,0.0,0.667,0.667,0.667,3
1219,446761673559638016l,ADRs da Petrobras caem 3% após Ibope mostrar vitória de Dilma no 1º turno http://t.co/1hpNX79B9U #PETR4 / #PETR3,0,1,0,1,0,0,-2,-2,-1,0.667,0.667,0.667,0.0,3
1220,446764578706579456l,"20/03 O Ibovespa fechou em alta de +1,53%, aos 47.278 pts. Destaques: RSID3 +5,29% e BBAS3 +4,84% e ELET3 +4,33%. http://t.co/j9yUOf2ipY",1,0,-2,-2,-2,-2,0,0,-1,0.667,0.333,0.333,0.667,3
1221,446767084371206144l,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 17,67 (+1,26%) com volume de R$ 23,12 mm. $LIGT3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1222,446769021795315712l,"Estatais têm ganhos de mais de 9% na semana, Sabesp despenca 7,5%, veja destaques: Rossi sob... http://t.co/5HVWYBG7ui #infomoney #vale5",-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1223,446774944983429120l,$ESTC3 - Lucro Líquido da Estácio cresce 123% e totaliza R$245 milhões em 2013 enquanto EBITDA aumenta 53 http://t.co/VzuSvSIAFV,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,0.667,3
1224,446777751241252865l,"#petr4 sobe no boato, cai no fato... Espera aí: não tem fato.. Era mentira e agora o q acontece?",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,1.0,1.0,0.667,3
1225,446780331870257153l,"Que coisa ! RT@ Bancotario #PETR4 @atentos R$ 14,03 !!!  14:17 hs - 20/03/2014 http://t.co/5AX97Wo7m3",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1226,446787393610604544l,"Macktrader Investimentos : Petrobrás Pn (PETR4), Gráfico Diário. Ativo reage no curtíssimo... http://t.co/yVlccPaF3u",1,0,0,0,0,1,0,0,0,0.667,1.0,0.667,1.0,3
1227,446787453655871488l,"Petrobrás Pn (PETR4), Gráfico Diário. Ativo reage ... http://t.co/zDGdcritMa",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1228,446787908020998144l,"#cyre3 postado hj antes da abertura  +1,78",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1229,446796349611466752l,"@WallFigueiredo Professor, o IFR14 da ESTC3 é variável impeditiva para este atio?!",0,0,0,0,0,1,0,0,0,1.0,1.0,0.667,1.0,3
1230,446800231372705792l,"Evolução dos preços das ações da #Bovespa ñ são mais feitas c/ base dos preços ou nos balanços, são feitas c/ base no Ibope da #Dilma #PETR4",0,1,0,0,0,0,-2,-2,-1,1.0,0.667,1.0,0.333,3
1231,446815402728112128l,"Hoje, 20/03 (quinta-feira) O Ibovespa fechou em alta de +1,53%, aos 47.278 pontos. Destaques: RSID3 +5,29%, BBAS3 +4,84% e ELET3 +4,33%.",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.0,3
1232,446834007435927552l,"Vou ver jaja as #ondasdeelliot na #petr4  vou postar no Twitter , vou ver #MMXM3 e algumas outras mais comentadas do dia .",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
1233,446844413659316226l,Dúvida do dia: O que aconteceria a um funcionário de qq empresa privada candidamente assumindo q deu um preju de mais de US$1 bi? PETR4,0,1,0,1,0,0,1,0,0,1.0,0.667,1.0,0.667,3
1234,446963449541959680l,"Dilma presidente do Conselho #PETR4 Há! @SakaBrasil2 Por experiência, colocar tartaruga chiliquenta como gerente no alto do poste é prática",0,1,0,1,1,0,1,0,0,0.667,0.667,0.667,0.667,3
1235,446974800075177985l,$CYRE3 - Cyrela Realt (cyre-nm) - Fato Relevante   Guidance 2014 http://t.co/eQvkeS4zNd,-2,-2,0,0,0,0,0,0,-1,0.333,0.667,0.667,0.667,3
1236,446975198274002944l,"já pensou, se para abafar possível 'crise' na #PETR4 a reunião de conselho de hoje decidir por um aumento nos combustíveis ? o.O",0,1,0,0,-2,-2,0,0,-1,1.0,0.667,0.0,0.667,3
1237,446975526323109888l,$CCRO3 - Ccr Sa (ccro-nm) - Fato Relevante - Assinatura Do Aditivo Do Acrodo De Acionista http://t.co/xzQyZPPbBL,0,0,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1238,446975948576260096l,"RT @Jgrafista11: Nos 60 min da #PETR4 podemos ter feito uma Onda 5 de topo , uma C de Topo e abaixo de 14,45 alvos 13,75 13,55 e 13,40 http…",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1239,446977795256635393l,"Esteja preparado, pois a operação entrará no ar nos próximos dias ... #PETR4 -&gt; Aluguel de Ações – A distorção JCP - http://t.co/PMrVRotrr",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1240,446978669509378048l,$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/G8G2NUZr6G,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1241,446978675763073024l,$CYRE3 - Cyrela Realt (cyre-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/7wgn2QWmIs,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1242,446981559875555329l,o padrão que a #PETR4 montou em o diário tá bem parecido com um three white soldiers ... mais alguém concorda ?,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.333,0.333,0.333,0.333,3
1243,446984971345883137l,LTB em PETR4 ontem rompida...e ADR -3% ontem..vamos ver a 'força' hoje!,-2,-2,-2,-2,-2,-2,-2,-2,-1,0.0,0.0,0.333,0.333,3
1244,446986109680373760l,"Ações ex-dividendos hoje: KLBN3, KLBN4 e KLBN11 . As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2",-2,-2,-2,-2,-2,-2,0,0,-1,0.333,0.333,0.333,0.667,3
1245,446987124722925568l,$RENT3 - Localiza (rent-nm) - Demonstracoes Financeiras De 31/12/2013 (cons) http://t.co/cuwaU9fOuF,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,3
1246,446987129781243904l,$RENT3 - Localiza ( rent-nm ) - Demonstracoes Financeiras De 31/12/2013 ( individual ) http://t.co/CIl9uDCcBK,0,0,0,0,0,0,0,0,1,0.75,0.75,0.5,0.75,4
1247,446987976749613056l,$PETR4 - Bolsa promete volatilidade para hoje. Entenda [Newsletter ADVFN] http://t.co/uck8kxalgm,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
1248,446988104323567616l,RT @dmaintenance : $PETR4 - Bolsa promete volatilidade para hoje . Entenda [ Newsletter ADVFN ] http://t.co/X4HavGBp9S,0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,0.667,3
1249,446990882865049601l,Nossa indicação de Análise Técnica para o pregão de hoje é EMBR3 #analisetecnica  http://t.co/y9of3ttl0P,1,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.333,1.0,3
1250,446990945779986432l,e tem início o leilão de a #PETR4 ! De olho em a abertura. =),0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
1251,446991113166262272l,@Live_Trade E eu da PETR4. Estou achando que hoje deve afundar! Mas eu achar algo e nada.....rsrs,1,0,0,0,1,0,0,1,0,0.667,0.667,0.667,1.0,3
1252,446991548291743744l,"#petr4 se for completar o PB ainda tem 14,45, para ser de livro, mas isso não precisa ser hj...vamos ver",-2,-2,-2,-2,0,0,0,0,-1,0.333,0.333,0.667,1.0,3
1253,446991887468355584l,MP 627 sera votada quarta da semana que vem...governo precisa arrecadar mais para superavit primario...afeta diretamente a VALE5...,0,1,0,1,0,0,1,0,0,0.667,0.667,0.667,0.667,3
1254,446993570827100161l,"façam suas 'apostas': a #PETR4 virá testar os R$13,50 ? ,)",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
1255,446998180992122881l,$ESTC3 - Estacio Part (estc-nm) - Demonstracoes Financeiras Em Ingles De 31/12/2013 http://t.co/RwaW5tLUPW,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1256,446999071245758464l,IBOPE e gringaiada derrubando PETR4. Acho q já era esperado.,0,1,0,0,-2,-2,0,0,-1,0.5,0.5,0.25,0.75,4
1257,446999222895013888l,$BBAS3 - Banco Do Brasil (bbas-nm) - Emprestimo Sindicalizado http://t.co/IoAx142MQb,0,0,0,0,0,0,0,0,1,1.0,1.0,0.667,1.0,3
1258,446999581071790081l,"e olha lá a #PETR4 na briga dos R$13,50 ... ,)",1,0,1,0,-2,-2,0,0,-1,0.667,0.667,0.333,0.667,3
1259,446999854901108736l,"#USIM5 fez sub onda 5 e Onda 3 de fundo em a min de 13/03 em 8,44 e alvo de Onda 4 entre 9,90 e 10,40 http://t.co/i35E26i739",-2,-2,0,0,-2,-2,0,0,-1,0.333,0.667,0.333,0.667,3
1260,447000185927766016l,"TEMPO REAL : Petrobras , Eletrobras e BB despencam , Vale sobe mais de 1 % : Acompanhe aqui a atu ... http://t.co/ZYP5EXzvBH #infomoney #vale5",0,0,0,0,0,0,0,0,1,0.5,0.75,1.0,0.75,4
1261,447000792143527936l,"LLXL3 vai fazer fundo duplo se ela não consegue romper os 0,98. Desde 09-2010 em linda tend. de baixa.",1,0,0,1,0,0,0,1,0,0.667,0.667,0.667,0.667,3
1262,447002166398816258l,"#VALE5 vtnc, por favor! Obrigado.",0,0,-2,-2,0,0,1,0,-1,0.667,0.0,0.667,0.667,3
1263,447003976341667840l,"PETR4, me sentiria muito mais confortável se o gap não fosse tão grande, mas agora que já fez uma correção em o intraday, venda de novo!",0,0,0,0,0,0,0,0,1,0.667,1.0,1.0,1.0,3
1264,447006955258011648l,"Abrimos compra de VALE5 pro trade no R$ 27,00. Heyyyyyyyyyyyyy estamos no game!!!!!!",1,0,1,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
1265,447010493866442752l,"Goldman Sachs diz que é bom vender CSNA3, por dívidas e resultados abaixo dos esperados...",0,1,0,1,1,0,0,0,0,0.667,1.0,0.667,0.667,3
1266,447010730395447296l,"INTRADAY PETR4: Suportes 12,85 e 13,42 e resistências 14,30 e 14,61 INTRADAY VALE5: Suportes 25,87 e 26,25 e resistências 26,99 e 27,35",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
1267,447011398372298752l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  ABEV3 16,94 BRFS3 44,36 ECOR3 13,05 ITUB4 31,72",0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,1.333,3
1268,447011436158787584l,"@garimpodeacoes #CSNA3 ILG = 0,23 ILC = 0,78 ILS = 0,40 Se achar alguma coisa boa lá, vende!",1,0,1,0,0,0,0,0,0,0.667,0.667,1.0,0.667,3
1269,447011531323363328l,"11h06 = IBOV virou para o AZUL em +0,27% após Petrobrás, Eletrobrás e BB amenizarem perdas, e VALE subir: Vale3, +1,23% e Vale5, +1,65%",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,1.0,3
1270,447013482442260481l,"RT @ppaulovagner: Nossa, sera mesmo! PCT = 500% RT @garimpodeacoes: Goldman Sachs diz que é bom vender CSNA3, por dívidas e resultados abai…",1,0,0,0,-2,-2,0,1,-1,0.667,0.667,0.0,0.667,3
1271,447014553474572288l,#vale5 se &lt; 27 não é bom,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
1272,447016482267205632l,@garimpodeacoes Ops! É CSNA3 e USIM5 Me empolguei no teclado.,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,1.0,3
1273,447016546729484289l,@ppaulovagner CSNA4 e USIM4 não reconheço. Não seriam CSNA3 e USIM3 ou USIM5?,0,0,0,0,-2,-2,-2,-2,-1,0.667,0.667,0.333,0.333,3
1274,447017283479961600l,"RT @ppaulovagner: @garimpodeacoes P/ #USIM5 Dez/12 tava: PCT = 75,5% ILG = 0,60 ILC = 1,21 ILS = 0,50",-1,-1,-1,-1,-1,-1,-1,-1,-1,0.667,0.667,0.667,0.667,3
1275,447025397881126912l,$CYRE3 - CYRELA (CYRE3): Lucro líquido de R$ 719 milhões em 2013 http://t.co/s7depgGL0J,0,0,0,0,0,0,0,0,1,0.667,0.667,1.0,1.0,3
1276,447028025167982592l,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BRFS3 44,3606 CCRO3 17,0225 ECOR3 13,1227 EMBR3 20,1302 MULT3 46,3155",0,0,0,0,1,0,0,0,0,1.0,1.0,0.667,1.0,3
1277,447028077689065473l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:  ABEV3 17,0425 ECOR3 13,1227 ITUB4 31,95",0,0,0,0,-2,-2,0,0,-1,0.667,0.667,0.0,1.0,3
1278,447028130914791424l,"Quiserem favoritar, fiquem a vontade: Vendam CIEL3 daqui a 90 dias.",0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
